"year","spec","priceDollars","revenueMillions"
1985,"CHNK",2.69982567365254,36.1305304703334
1985,"CHUM",0.700164746040792,56.875409462576
1985,"COHO",1.57793455004552,73.9917842267105
1985,"KCRB",3.64578975337077,57.5510078971277
1985,"PHLB",1.52896800164448,61.9851318575722
1985,"PINK",0.41179472751497,121.990049077504
1985,"PLCK",0.0742289239240824,3.12655961283109
1985,"SABL",1.55822165881699,38.6916815640506
1985,"SOCK",1.72093099085822,380.817005940317
1986,"CHNK",2.60125395995043,30.2278664390961
1986,"CHUM",0.610382739853849,57.9002511514736
1986,"COHO",1.55480917187758,69.9413834164424
1986,"KCRB",5.6898534619076,156.302214838632
1986,"PHLB",2.39800001136523,124.825471009606
1986,"PINK",0.408671024474159,103.984737735008
1986,"PLCK",0.0788301523448891,8.24429973494696
1986,"SABL",1.58680289813791,55.9020918044193
1986,"SOCK",2.44579631444438,473.933777275068
1987,"CHNK",3.38328615330888,44.5051771906678
1987,"CHUM",0.793608137683752,59.280560530403
1987,"COHO",1.90366869332632,47.0129601696755
1987,"KCRB",5.43973959262759,162.801320730139
1987,"PHLB",2.39010529211848,121.90332655856
1987,"PINK",0.717442367006122,107.131267873545
1987,"PLCK",0.192617800630123,58.1548762838391
1987,"SABL",1.9825960406256,88.1668905125336
1987,"SOCK",2.58597287986913,580.640818049734
1988,"CHNK",4.42092010745117,47.1411376060929
1988,"CHUM",1.42890080193738,165.375684738761
1988,"COHO",2.82410288682329,99.2306048020138
1988,"KCRB",6.4916050769238,134.871956514022
1988,"PHLB",1.94003389874917,110.9399072837
1988,"PINK",1.2813868803883,216.51911261174
1988,"PLCK",0.242878118463891,139.970844015232
1988,"SABL",2.52926833833411,121.735093926485
1988,"SOCK",3.79353362044676,713.684790153936
1989,"CHNK",2.93817648571142,31.5502096198049
1989,"CHUM",0.617303145216046,35.3820915387961
1989,"COHO",1.27833319895263,41.4941139963968
1989,"KCRB",6.21333239760724,150.721563381375
1989,"PHLB",2.28612911351624,117.649425700441
1989,"PINK",0.640097971498512,180.686980213704
1989,"PLCK",0.252041309002319,200.274529927937
1989,"SABL",2.36664012816908,104.080135056222
1989,"SOCK",2.20370281264864,573.039611868671
1990,"CHNK",2.90527457232699,31.4854773864079
1990,"CHUM",0.690122126689691,40.2750166232366
1990,"COHO",1.53185310202661,59.0997780872795
1990,"KCRB",6.50675989449027,220.820040674514
1990,"PHLB",2.66181631420713,128.203846062839
1990,"PINK",0.48939375234459,118.353953424986
1990,"PLCK",0.3124835188802,298.454825036691
1990,"SABL",2.17052609229453,88.2489568394884
1990,"SOCK",1.92405057760382,586.880273864079
1991,"CHNK",3.09957042990992,31.5131558853797
1991,"CHUM",0.451315031613283,29.7281333178728
1991,"COHO",1.15506301486717,47.3496483266418
1991,"KCRB",4.48565788246501,124.963013812996
1991,"PHLB",2.89122281782488,134.524298465062
1991,"PINK",0.207215623488914,66.4177750786312
1991,"PLCK",0.346528825313486,338.699993419622
1991,"SABL",2.58857136917622,96.2371789746786
1991,"SOCK",1.21819478107859,310.629427811517
1992,"CHNK",3.31347683792075,34.071031021484
1992,"CHUM",0.584755741837673,40.8200423161952
1992,"COHO",1.32576817544714,67.2365371861006
1992,"KCRB",5.2693114217467,101.197658055099
1992,"PHLB",1.36072585658324,65.8682047786407
1992,"PINK",0.290746953863692,53.8426486026869
1992,"PLCK",0.309214449070062,377.699833895471
1992,"SABL",2.84242840584097,99.5188134176067
1992,"SOCK",1.88855568152361,645.128841789014
1993,"CHNK",2.24965782581078,24.1504052101213
1993,"CHUM",0.615247561560707,44.1863378827307
1993,"COHO",1.17700539093308,44.1994702259011
1993,"KCRB",4.7031481422355,126.515164747245
1993,"PHLB",1.69679755163323,73.7910513675876
1993,"PINK",0.22286523224075,72.5922723132717
1993,"PLCK",0.139543699257786,163.376582830408
1993,"SABL",2.42953315310778,82.753008997287
1993,"SOCK",1.05091028781944,396.30308270583
1994,"CHNK",1.92029431533516,21.2409899161031
1994,"CHUM",0.35571264856657,37.5115670836665
1994,"COHO",1.20166980205405,88.237992301541
1994,"KCRB",5.9641480726,76.2914795814641
1994,"PHLB",2.61322520365504,104.151663653244
1994,"PINK",0.258593974483259,81.9162285818842
1994,"PLCK",0.161731274652794,199.015596034209
1994,"SABL",3.44884982761787,108.416842981255
1994,"SOCK",1.43841173364991,418.047122551877
1995,"CHNK",1.93573622906384,23.1641134079473
1995,"CHUM",0.421651611528394,53.419635506698
1995,"COHO",0.778004524724073,37.1060614436877
1995,"KCRB",3.8376863526528,54.7514460907317
1995,"PHLB",2.62027051025219,78.1401428552462
1995,"PINK",0.243609466633369,99.003844625005
1995,"PLCK",0.179361030657487,223.310248549541
1995,"SABL",4.28882687788967,126.105294499542
1995,"SOCK",1.19491303983728,416.212676424901
1996,"CHNK",1.79725346232918,16.2732871895169
1996,"CHUM",0.197220682473217,27.1811735706369
1996,"COHO",0.666303068684963,29.4479184301454
1996,"KCRB",3.9726324892705,83.7884047199948
1996,"PHLB",2.85926704293327,92.7792811917335
1996,"PINK",0.12001770580874,33.3724223613013
1996,"PLCK",0.157226478961897,176.706220861855
1996,"SABL",4.28825719982764,108.275664045896
1996,"SOCK",1.17906063968252,369.232539448465
1997,"CHNK",2.06351494836011,23.019947518876
1997,"CHUM",0.315203310431674,31.341757335692
1997,"COHO",1.03480193845794,22.9473942237434
1997,"KCRB",3.57808157939751,73.5149564152854
1997,"PHLB",2.72578318650442,125.459257470292
1997,"PINK",0.192289696720867,40.595024343345
1997,"PLCK",0.162538403045512,181.296947788076
1997,"SABL",4.52539468976597,107.975184183876
1997,"SOCK",1.28082037138432,235.88637463626
1998,"CHNK",1.6331861070161,15.9684510303722
1998,"CHUM",0.233818104557203,28.9371815484116
1998,"COHO",0.734092949350164,25.2593044575487
1998,"KCRB",3.00989676922324,73.0765341956756
1998,"PHLB",1.63205837649378,78.7670656141018
1998,"PINK",0.202638937539972,67.3826134170313
1998,"PLCK",0.0875801305465551,123.032170566229
1998,"SABL",2.91092081073364,66.7057152495086
1998,"SOCK",1.55763352915157,195.480715071968
1999,"CHNK",2.91900411843286,20.7965849539726
1999,"CHUM",0.243413269739896,34.9149494260626
1999,"COHO",1.07273266620955,28.307862817102
1999,"KCRB",6.53946013049999,114.227424738637
1999,"PHLB",2.49193465549613,137.180093228913
1999,"PINK",0.195132711101169,74.5457655787462
1999,"PLCK",0.133690869451415,190.412692634366
1999,"SABL",3.512697411117,70.3160035348047
1999,"SOCK",1.2642031603143,305.775906833539
2000,"CHNK",2.49666199474798,13.157336309124
2000,"CHUM",0.330318048220084,52.5897072163941
2000,"COHO",0.692864686852706,20.3179215954472
2000,"KCRB",5.00353249773355,74.8908379883492
2000,"PHLB",3.07051729891451,157.912970934138
2000,"PINK",0.185894946414796,38.7178533028834
2000,"PLCK",0.139165590242819,219.347766520523
2000,"SABL",4.23915765894995,92.1925225016182
2000,"SOCK",0.956112499467638,195.739844619762
2001,"CHNK",2.1859523471175,11.9291725908326
2001,"CHUM",0.383583375378474,39.4702636562272
2001,"COHO",0.579988947793143,18.6473203586737
2001,"KCRB",4.85628616820745,78.0213703867324
2001,"PHLB",2.36903931828527,131.209962831182
2001,"PINK",0.154422618109903,58.5904197939178
2001,"PLCK",0.115298108691819,218.468744701682
2001,"SABL",3.60162165572189,72.5731697849629
2001,"SOCK",0.687203656652393,115.902849939704
2002,"CHNK",1.68110555224257,14.4542363178814
2002,"CHUM",0.190056548807345,17.4532195841859
2002,"COHO",0.443916744796547,14.5793134951433
2002,"KCRB",6.05460748823015,101.314623039112
2002,"PHLB",2.57262583292516,148.838089301254
2002,"PINK",0.108549547068977,27.765084726828
2002,"PLCK",0.125194502130961,240.659780568687
2002,"SABL",3.55530551170158,76.0724169547732
2002,"SOCK",0.70727467039057,93.940130482843
2003,"CHNK",1.71616028803151,15.7242997613255
2003,"CHUM",0.185101987947396,15.137549689262
2003,"COHO",0.574059035784993,16.0928966089774
2003,"KCRB",5.38733575386031,122.921385315177
2003,"PHLB",3.27137408698313,187.247011403337
2003,"PINK",0.0996819553177811,32.9930972108522
2003,"PLCK",0.11738348781539,230.100182960717
2003,"SABL",3.95220146444151,94.0700621245489
2003,"SOCK",0.71840295505579,131.749604019417
2004,"CHNK",2.20811962858468,25.6251775029737
2004,"CHUM",0.201173268341569,19.2941572031331
2004,"COHO",0.796851420070596,29.9322645600018
2004,"KCRB",4.75674832811369,104.736168144175
2004,"PHLB",3.32887351217403,189.251529041453
2004,"PINK",0.115889340499156,34.5254749983168
2004,"PLCK",0.113525813864523,223.807045323967
2004,"SABL",3.29837893718519,84.2415710774962
2004,"SOCK",0.692279126020286,174.547687366744
2005,"CHNK",2.47984393013797,24.7614301105663
2005,"CHUM",0.268441937823579,19.8088642545743
2005,"COHO",0.844553198299085,24.9621751122514
2005,"KCRB",4.44126369184276,105.658986725519
2005,"PHLB",3.26151990021093,178.797470031854
2005,"PINK",0.120374270589851,59.3564182494211
2005,"PLCK",0.13473954706285,270.716457105272
2005,"SABL",3.40256926680613,85.6910767984692
2005,"SOCK",0.799023021977032,210.33986933171
2006,"CHNK",3.11872206461849,30.0818862907649
2006,"CHUM",0.311160207638566,42.2670909062144
2006,"COHO",1.11525069629139,33.4403571805257
2006,"KCRB",3.38680991155515,73.8437917246762
2006,"PHLB",3.95415232962838,207.582744188499
2006,"PINK",0.16758564128012,37.1539729675568
2006,"PLCK",0.134393881881046,266.95141301734
2006,"SABL",3.50859641454596,87.5779698455892
2006,"SOCK",0.79989515572153,187.632808093912
2007,"CHNK",3.33749558640344,27.0194998561654
2007,"CHUM",0.311380820699225,29.8560444038055
2007,"COHO",1.01769356255395,23.6223539051102
2007,"KCRB",3.96688064636388,102.896258583845
2007,"PHLB",4.44649537310642,222.082759251649
2007,"PINK",0.197541143072054,89.9616227012144
2007,"PLCK",0.130096105067716,227.294076386463
2007,"SABL",3.21926138482028,87.3688868124191
2007,"SOCK",0.819964894539027,226.333708591037
2008,"CHNK",4.64989093943374,21.2510385188917
2008,"CHUM",0.552376200517771,64.4878483425693
2008,"COHO",1.33323118646371,42.6600062267002
2008,"KCRB",4.54510767611215,123.699364171285
2008,"PHLB",4.30486868746531,207.525170730479
2008,"PINK",0.355554860177869,92.6395777531486
2008,"PLCK",0.202399434205326,261.474540352645
2008,"SABL",3.52201255460733,88.6172557481108
2008,"SOCK",0.875308827226643,196.290640060453
2009,"CHNK",2.8279792692152,13.08815106
2009,"CHUM",0.441910055083143,46.99021714
2009,"COHO",0.963877373129018,24.62251931
2009,"KCRB",3.95665681235001,88.59162723
2009,"PHLB",3.00685853965367,136.12576012
2009,"PINK",0.264488535283414,73.25673798
2009,"PLCK",0.178958818771401,185.4089071
2009,"SABL",3.77740859059183,84.94740695
2009,"SOCK",0.89797121073538,229.71750809
2010,"CHNK",3.65740239146364,17.9129072389026
2010,"CHUM",0.661003159245729,71.1244284161751
2010,"COHO",1.11966473593909,31.2377492812472
2010,"KCRB",6.00372505156494,144.338315678196
2010,"PHLB",4.57912692205096,200.21973288084
2010,"PINK",0.361449153964181,134.626573945088
2010,"PLCK",0.156820039742447,171.025587747118
2010,"SABL",4.41491964125764,93.6795485343371
2010,"SOCK",1.07574707676126,259.893771402037
2011,"CHNK",3.59535144592592,20.1296177219356
2011,"CHUM",0.772300535740216,72.386305865043
2011,"COHO",1.13004841955615,22.3362443784061
2011,"KCRB",7.36300641311026,125.147915552673
2011,"PHLB",6.08410502019465,199.362018556342
2011,"PINK",0.440825433597219,162.84227467645
2011,"PLCK",0.156361994341268,245.684548375231
2011,"SABL",5.72433086437345,129.645401028004
2011,"SOCK",1.27018722364204,314.135138916046
2012,"CHNK",3.92099123376357,16.8587723285145
2012,"CHUM",0.723721210507752,100.295314666439
2012,"COHO",1.17356632867258,22.076281286533
2012,"KCRB",5.80421127726725,94.9390253295695
2012,"PHLB",5.32318661322775,136.718803303774
2012,"PINK",0.449337893242138,105.719862298385
2012,"PLCK",0.161269512523064,261.015116449488
2012,"SABL",4.54902956520373,112.549473810271
2012,"SOCK",1.2312506631347,261.353188854989
2013,"CHNK",4.12021951342698,14.9734957447206
2013,"CHUM",0.530927227317204,72.4774778725474
2013,"COHO",1.22217914291201,42.2475418607261
2013,"KCRB",5.38820773114675,83.1597499672671
2013,"PHLB",4.59011958749919,104.894147232666
2013,"PINK",0.382455151881935,250.558033350167
2013,"PLCK",0.141992713392719,236.4274061594
2013,"SABL",3.15278236903177,74.5976525915119
2013,"SOCK",1.65579838678999,295.36612798571
2014,"CHNK",3.99790234726003,23.214275740233
2014,"CHUM",0.560925640306591,42.2272860087227
2014,"COHO",1.07224207002409,44.3697735871626
2014,"KCRB",5.37016966075292,89.4351438508677
2014,"PHLB",5.59483559666467,96.4350928304595
2014,"PINK",0.264375613141796,81.8608717266889
2014,"PLCK",0.135901810137554,244.095450543788
2014,"SABL",3.85631713406829,77.7477264864467
2014,"SOCK",1.40714034385493,345.611764275593
